,PIN,Property Class,Neighborhood Code,Town Code,Type of Residence,Building Square Feet,Prior Tax Year Market Value Estimate (Land),Prior Tax Year Market Value Estimate (Building),Longitude,Latitude,Census Tract,Property Address,Age,Neighborhood Code
19,28251160150000,234,260,13,4.0,1486.0,51400.0,75820.0,-87.6891850175642,41.5818511619872,825503.0,16913  HOLMES AVE,39,260
20,28251160160000,234,260,13,4.0,1592.0,42140.0,89110.0,-87.6891876562136,41.5820821278846,825503.0,16909  HOLMES AVE,42,260
21,28251160170000,241,260,13,,,42140.0,0.0,-87.6891894818825,41.5822865830335,825503.0,16905  HOLMES AVE,10,260
22,28251160180000,203,260,13,1.0,1766.0,50740.0,78460.0,-87.6891944606772,41.582517924527,825503.0,16901  HOLMES AVE,43,260
23,28251160200000,278,260,13,2.0,2432.0,76880.0,90080.0,-87.6891007848589,41.5809757380406,825503.0,16929  HOLMES AVE,40,260
24,28251160210000,241,260,13,,,25480.0,0.0,-87.6890969998632,41.5811608559341,825503.0,16921  HOLMES AVE,10,260
25,28251170211021,299,260,13,,,3470.0,75810.0,-87.6900374213119,41.5796000250534,825503.0,17008  NOVAK DR,40,260
26,28251170211005,299,260,13,,,2850.0,62280.0,-87.6900374213119,41.5796000250534,825503.0,17008  NOVAK DR,40,260
27,28251170211007,299,260,13,,,2780.0,60760.0,-87.6900374213119,41.5796000250534,825503.0,17008  NOVAK DR,40,260
28,28251170211010,299,260,13,,,3470.0,59950.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
29,28251170211011,299,260,13,,,2780.0,60760.0,-87.6900374213119,41.5796000250534,825503.0,17008  NOVAK DR,40,260
30,28251170211006,299,260,13,,,2990.0,65280.0,-87.6900374213119,41.5796000250534,825503.0,17008  NOVAK DR,40,260
31,28251170211001,299,260,13,,,2850.0,62280.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
32,28251170211016,299,260,13,,,2990.0,65280.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
33,28251170211003,299,260,13,,,2780.0,40720.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
34,28251170211004,299,260,13,,,2780.0,60760.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
35,28251170211008,299,260,13,,,2990.0,28200.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
36,28251170211018,299,260,13,,,3470.0,50800.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
37,28251170211017,299,260,13,,,3470.0,75810.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
38,28251170211002,299,260,13,,,2990.0,51620.0,-87.6900374213119,41.5796000250534,825503.0,17010  NOVAK DR,40,260
39,28251170231023,299,260,13,,,1220.0,51700.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
40,28251170231016,299,260,13,,,1410.0,59350.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
41,28251170231001,299,260,13,,,1380.0,58230.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
42,28251170231022,299,260,13,,,1570.0,66220.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
43,28251170231019,299,260,13,,,1230.0,45770.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
44,28251170231020,299,260,13,,,1410.0,47260.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
45,28251170231018,299,260,13,,,1570.0,53530.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
46,28251170231010,299,260,13,,,1660.0,69810.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
47,28251170231021,299,260,13,,,1550.0,65570.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
48,28251170231007,299,260,13,,,1300.0,54690.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
49,28251170231013,299,260,13,,,1560.0,65890.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
50,28251170231017,299,260,13,,,1560.0,65760.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
51,28251170231002,299,260,13,,,1500.0,63160.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
52,28251170231004,299,260,13,,,1020.0,34430.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
53,28251170231003,299,260,13,,,1290.0,54390.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
54,28251170231012,299,260,13,,,1420.0,59890.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
55,28251170231006,299,260,13,,,1500.0,50280.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
56,28251170231008,299,260,13,,,1420.0,59810.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
57,28251170231009,299,260,13,,,1570.0,66050.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
58,28251170231011,299,260,13,,,1230.0,51900.0,-87.6905420282764,41.5796187730839,825503.0,3008  171ST ST,40,260
59,28251170231015,299,260,13,,,1220.0,51700.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
60,28251170231005,299,260,13,,,1380.0,58300.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
61,28251170231014,299,260,13,,,1570.0,66090.0,-87.6905420282764,41.5796187730839,825503.0,3010  171ST ST,40,260
62,28251170251016,299,260,13,,,1400.0,67560.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
63,28251170251008,299,260,13,,,1410.0,29510.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
64,28251170251017,299,260,13,,,1560.0,75170.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
65,28251170251015,299,260,13,,,1220.0,58640.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
66,28251170251006,299,260,13,,,1500.0,57400.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
67,28251170251009,299,260,13,,,1570.0,75620.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
68,28251170251012,299,260,13,,,1420.0,68170.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
69,28251170251013,299,260,13,,,1560.0,32610.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
70,28251170251014,299,260,13,,,1560.0,75320.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
71,28251170251010,299,260,13,,,1610.0,48920.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,40,260
72,28251170251022,299,260,13,,,1570.0,32740.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
73,28251170251023,299,260,13,,,1220.0,31130.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
74,28251170251007,299,260,13,,,1290.0,62020.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
75,28251170251019,299,260,13,,,1230.0,59180.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
76,28251170251002,299,260,13,,,1500.0,72270.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
77,28251170251004,299,260,13,,,1080.0,27620.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
78,28251170251005,299,260,13,,,1380.0,66420.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
79,28251170251018,299,260,13,,,1570.0,47770.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
80,28251170251011,299,260,13,,,1220.0,31160.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,40,260
81,28251170251021,299,260,13,,,1560.0,75030.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
82,28251170251003,299,260,13,,,1290.0,62000.0,-87.6910106615403,41.5796239739193,825503.0,3014  171ST ST,31,260
83,28251170251020,299,260,13,,,1400.0,67640.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,31,260
84,28251170251001,299,260,13,,,1380.0,35170.0,-87.6910106615403,41.5796239739193,825503.0,3012  171ST ST,40,260
85,28251170271013,299,260,13,,,1570.0,37890.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
86,28251170271006,299,260,13,,,1490.0,46540.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
87,28251170271002,299,260,13,,,1490.0,58370.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
88,28251170271001,299,260,13,,,1380.0,54090.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
89,28251170271022,299,260,13,,,1560.0,61400.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
90,28251170271004,299,260,13,,,1110.0,26790.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
91,28251170271021,299,260,13,,,1570.0,46280.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
92,28251170271014,299,260,13,,,1560.0,61340.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
93,28251170271018,299,260,13,,,1560.0,61400.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
94,28251170271010,299,260,13,,,1570.0,61460.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
95,28251170271005,299,260,13,,,1380.0,33310.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
96,28251170271016,299,260,13,,,1410.0,34030.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
97,28251170271008,299,260,13,,,1410.0,55390.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
98,28251170271012,299,260,13,,,1410.0,55210.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
99,28251170271020,299,260,13,,,1400.0,55130.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
100,28251170271015,299,260,13,,,1220.0,47830.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
101,28251170271017,299,260,13,,,1570.0,61530.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
102,28251170271011,299,260,13,,,1220.0,47900.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
103,28251170271009,299,260,13,,,1570.0,61530.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
104,28251170271023,299,260,13,,,1210.0,29340.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
105,28251170271019,299,260,13,,,1220.0,47840.0,-87.6914419753274,41.5796084170268,825503.0,17011  ALBANY AVE,39,260
106,28251170271007,299,260,13,,,1280.0,31050.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
107,28251170271003,299,260,13,,,1280.0,50440.0,-87.6914419753274,41.5796084170268,825503.0,17009  ALBANY AVE,39,260
108,28251170291087,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
109,28251170291028,299,260,13,,,4490.0,21650.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
110,28251170291046,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
111,28251170291013,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
112,28251170291090,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
113,28251170291088,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
114,28251170291086,299,260,13,,,5590.0,31630.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
115,28251170291001,299,260,13,,,4970.0,28120.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
116,28251170291089,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
117,28251170291011,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
118,28251170291003,299,260,13,,,4970.0,28120.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
119,28251170291055,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
120,28251170291058,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
121,28251170291063,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
122,28251170291048,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
123,28251170291012,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
124,28251170291083,299,260,13,,,5640.0,31900.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
125,28251170291085,299,260,13,,,6070.0,34330.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
126,28251170291091,299,260,13,,,5640.0,31900.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
127,28251170291056,299,260,13,,,4160.0,23520.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
128,28251170291057,299,260,13,,,4160.0,23520.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
129,28251170291029,299,260,13,,,4540.0,25680.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
130,28251170291060,299,260,13,,,6070.0,34330.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
131,28251170291084,299,260,13,,,6020.0,34060.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
132,28251170291023,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
133,28251170291049,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
134,28251170291035,299,260,13,,,5540.0,31360.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
135,28251170291047,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
136,28251170291027,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
137,28251170291020,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
138,28251170291004,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
139,28251170291064,299,260,13,,,4160.0,23520.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
140,28251170291092,299,260,13,,,6160.0,34880.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
141,28251170291032,299,260,13,,,4300.0,24330.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
142,28251170291030,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
143,28251170291010,299,260,13,,,4250.0,18400.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
144,28251170291044,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
145,28251170291022,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
146,28251170291082,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
147,28251170291081,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
148,28251170291059,299,260,13,,,5590.0,31630.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
149,28251170291021,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
150,28251170291070,299,260,13,,,5590.0,31630.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
151,28251170291031,299,260,13,,,5640.0,31900.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
152,28251170291093,299,260,13,,,6070.0,34330.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
153,28251170291061,299,260,13,,,6020.0,34060.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
154,28251170291017,299,260,13,,,4250.0,24060.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
155,28251170291080,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
156,28251170291040,299,260,13,,,4250.0,24060.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
157,28251170291037,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
158,28251170291036,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
159,28251170291038,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
160,28251170291016,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
161,28251170291026,299,260,13,,,4970.0,28120.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
162,28251170291071,299,260,13,,,5300.0,25560.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
163,28251170291069,299,260,13,,,6070.0,34330.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
164,28251170291094,299,260,13,,,5730.0,32440.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
165,28251170291079,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
166,28251170291005,299,260,13,,,4490.0,25410.0,-87.6901551599655,41.5800754100953,825503.0,17007  NOVAK DR,37,260
167,28251170291019,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
168,28251170291077,299,260,13,,,4820.0,27300.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
169,28251170291066,299,260,13,,,5400.0,30550.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
170,28251170291008,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
171,28251170291039,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
172,28251170291018,299,260,13,,,4250.0,24060.0,-87.6901551599655,41.5800754100953,825503.0,17004  NOVAK DR,37,260
173,28251170291015,299,260,13,,,5450.0,29720.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
174,28251170291072,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
175,28251170291002,299,260,13,,,4060.0,22980.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
176,28251170291009,299,260,13,,,4250.0,24060.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
177,28251170291041,299,260,13,,,4250.0,24060.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
178,28251170291014,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
179,28251170291050,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
180,28251170291052,299,260,13,,,4870.0,27570.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
181,28251170291073,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
182,28251170291006,299,260,13,,,4540.0,25680.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
183,28251170291045,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
184,28251170291078,299,260,13,,,5210.0,29470.0,-87.6901551599655,41.5800754100953,825503.0,17005  ALBANY AVE,37,260
185,28251170291043,299,260,13,,,5450.0,30820.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
186,28251170291054,299,260,13,,,5210.0,29470.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
187,28251170291007,299,260,13,,,5490.0,31090.0,-87.6901551599655,41.5800754100953,825503.0,17006  NOVAK DR,37,260
188,28251170291042,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
189,28251170291053,299,260,13,,,4870.0,27570.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
190,28251170291024,299,260,13,,,4970.0,28120.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
191,28251170291065,299,260,13,,,4160.0,23520.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
192,28251170291051,299,260,13,,,5210.0,29470.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
193,28251170291067,299,260,13,,,5590.0,31630.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
194,28251170291068,299,260,13,,,6070.0,34330.0,-87.6901551599655,41.5800754100953,825503.0,17003  ALBANY AVE,37,260
195,28251170291025,299,260,13,,,4110.0,23250.0,-87.6901551599655,41.5800754100953,825503.0,17002  NOVAK DR,37,260
196,28251170291074,299,260,13,,,5350.0,30280.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
197,28251170291033,299,260,13,,,4300.0,24330.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
198,28251170291076,299,260,13,,,4820.0,27300.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
199,28251170291034,299,260,13,,,5020.0,28390.0,-87.6901551599655,41.5800754100953,825503.0,17000  NOVAK DR,37,260
200,28251170291075,299,260,13,,,5260.0,29740.0,-87.6901551599655,41.5800754100953,825503.0,17007  ALBANY AVE,37,260
201,28251170291062,299,260,13,,,5640.0,31900.0,-87.6901551599655,41.5800754100953,825503.0,17001  ALBANY AVE,37,260
202,28252040300000,201,120,13,,,6600.0,12390.0,-87.6766779783152,41.5818952457077,825503.0,16952  ANNETTA AVE,10,120
203,28252040310000,203,120,13,1.0,1678.0,5770.0,25810.0,-87.6766817247601,41.581827817909,825503.0,16954  ANNETTA AVE,68,120
204,28252040320000,203,120,13,1.0,1678.0,5770.0,54850.0,-87.6766783532353,41.5817607190933,825503.0,16954  ANNETTA AVE,68,120
205,28252040330000,241,120,13,,,5770.0,0.0,-87.6766820549964,41.5816927898495,825503.0,16958  ANNETTA AVE,10,120
206,28252040340000,203,120,13,1.0,1015.0,5770.0,34790.0,-87.6766810713177,41.5816244025725,825503.0,16960  ANNETTA AVE,62,120
207,28252040350000,203,120,13,1.0,1015.0,5770.0,34790.0,-87.676681569212,41.5815553354402,825503.0,16962  ANNETTA AVE,62,120
208,28252040360000,203,120,13,1.0,1167.0,5770.0,35210.0,-87.6766820165909,41.5814865986663,825503.0,16970  ANNETTA AVE,62,120
209,28252040370000,203,120,13,1.0,1167.0,5770.0,52810.0,-87.6766833003417,41.5814177148891,825503.0,16972  ANNETTA AVE,62,120
210,28252040380000,201,120,13,,,6600.0,7220.0,-87.6766822332627,41.5813494732982,825503.0,16974  ANNETTA AVE,10,120
211,28252040410000,203,120,13,1.0,1094.0,4500.0,43750.0,-87.6771609240213,41.5811490625074,825503.0,2432  170TH ST,61,120
212,28252040420000,203,120,13,1.0,1094.0,4500.0,43750.0,-87.677068567153,41.5811285848638,825503.0,2432  170TH ST,61,120
213,28252040430000,203,120,13,1.0,1257.0,5370.0,40780.0,-87.6769736002023,41.5811303909254,825503.0,2430  170TH ST,61,120
214,28252040440000,203,120,13,1.0,1257.0,5030.0,40780.0,-87.6768784575884,41.581121919662,825503.0,2430  170TH ST,61,120
215,28252040450000,203,120,13,1.0,1120.0,5040.0,40600.0,-87.6767808077906,41.5811228277307,825503.0,2426  170TH ST,61,120
